time,x,y,z,angle_xz,tag,color,rgb,servo_angle
0,0,0,0,0,N/A,N/A,"(0, 0, 0)",0
0,0,0,0,0,N/A,dimgray,"(91.3136597202398, 81.66378818155866, 90.30823579788752)",0
0,0,0,0,0,N/A,dimgray,"(92.49810174639332, 82.6465907365224, 90.66976461655277)",0
0,0,0,0,0,N/A,dimgray,"(88.67258297258297, 79.22142857142858, 85.64794372294372)",0
0,0,0,0,0,N/A,dimgray,"(88.71708846064546, 78.12084977942884, 85.69479916415138)",0
0,0,0,0,0,N/A,dimgray,"(89.99045214234988, 80.82111575791052, 87.41947447328967)",0
0,0,0,0,0,N/A,dimgray,"(92.14662921348315, 82.13971910112359, 91.00584269662922)",0
0,0,0,0,0,N/A,dimgray,"(92.31385809312638, 83.48281596452328, 90.78935698447894)",0
0,0,0,0,0,N/A,darkslategray,"(81.60876414984246, 72.28620609172599, 79.1665305169798)",0
0,0,0,0,0,N/A,darkslategray,"(78.57924901185771, 66.79975296442687, 72.63498023715415)",0
0,0,0,0,0,N/A,darkslategray,"(78.68022583182933, 67.33365727243279, 71.60571983895599)",0
0,0,0,0,0,N/A,darkslategray,"(78.44441964285714, 67.56754464285714, 71.25125)",0
0,0,0,0,0,N/A,darkslategray,"(79.38083519761372, 68.86909023117077, 73.77986577181208)",0
0,0,0,0,0,N/A,darkslategray,"(77.0501652892562, 66.37892561983472, 71.08355371900826)",0
0,0,0,0,0,N/A,darkslategray,"(78.24343434343434, 67.1593795093795, 72.74375901875902)",0
0,0,0,0,0,N/A,darkslategray,"(84.63300915331808, 74.52602974828375, 79.5378614520491)",0
0,0,0,0,0,N/A,darkslategray,"(83.80263580842173, 74.29825044772006, 79.5327868852459)",0
0,0,0,0,0,N/A,darkslategray,"(84.63966076328262, 74.24008480917935, 79.97760039910202)",0
0,0,0,0,0,N/A,darkslategray,"(78.70567595459237, 66.07327141382869, 70.05081527347781)",0
0,0,0,0,0,N/A,darkslategray,"(77.81819179284616, 65.57993197278911, 69.46664472240509)",0
0,0,0,0,0,N/A,darkslategray,"(76.87533143939395, 66.12580492424243, 69.67580492424243)",0
0,0,0,0,0,N/A,darkslategray,"(80.174942791762, 69.69771167048054, 74.0470823798627)",0
0,0,0,0,0,N/A,darkslategray,"(79.60550458715596, 69.14908256880734, 74.13408377595364)",0
0,0,0,0,0,N/A,darkslategray,"(78.83341206109274, 68.1710911667454, 72.58752952290978)",0
0,0,0,0,0,N/A,darkslategray,"(79.09639659590623, 68.50261001613464, 72.88158435888512)",0
0,0,0,0,0,N/A,darkslategray,"(76.95482253086419, 66.10389660493827, 70.43618827160493)",0
0,0,0,0,0,N/A,darkslategray,"(78.80368181973428, 67.84005601284197, 72.34369343215273)",0
0,0,0,0,0,N/A,darkslategray,"(78.99317590621938, 67.36177831830005, 71.93172527955137)",0
0,0,0,0,0,N/A,darkslategray,"(77.56538461538462, 65.65071556350627, 70.53340787119856)",0
0,0,0,0,0,N/A,darkslategray,"(77.63944875107666, 64.91119724375538, 69.65193798449613)",0
0,0,0,0,0,N/A,darkslategray,"(76.17115808455219, 64.21092967341214, 67.12803045481867)",0
0,0,0,0,0,N/A,darkslategray,"(75.76131830873554, 64.67525927403271, 67.21793976864778)",0
0,0,0,0,0,N/A,darkslategray,"(77.23023255813953, 65.53123496391339, 69.33231756214916)",0
0,0,0,0,0,N/A,darkslategray,"(77.61226833518137, 65.50158403294789, 70.11436717883733)",0
0,0,0,0,0,N/A,darkslategray,"(78.71713737098968, 66.77862228978319, 71.03344267541404)",0
0,0,0,0,0,N/A,darkslategray,"(78.76301218161683, 67.01435954226652, 71.9641565153193)",0
0,0,0,0,0,N/A,darkslategray,"(79.51565100499296, 68.74583920112661, 73.81785302778134)",0
0,0,0,0,0,N/A,darkslategray,"(81.64559890329582, 70.61249785799966, 74.52156280345005)",0
0,0,0,0,0,N/A,darkslategray,"(80.58414289227743, 69.5675110673881, 73.98967043777668)",0
0,0,0,0,0,N/A,darkslategray,"(79.49811145510836, 68.8697213622291, 74.15925696594427)",0
0,0,0,0,0,N/A,darkslategray,"(79.18287566742944, 67.87040427154844, 72.12654462242563)",0
0,0,0,0,0,N/A,darkslategray,"(80.83028094153379, 69.7648291571754, 74.94648443432042)",0
0,0,0,0,0,N/A,darkslategray,"(80.62491091674765, 69.91425332037576, 74.90579850988014)",0
0,0,0,0,0,N/A,darkslategray,"(81.54269304011302, 71.29538055163094, 77.48611708335893)",0
0,0,0,0,0,N/A,darkslategray,"(79.91764814133235, 69.40927493559073, 74.24515396883818)",0
0,0,0,0,0,N/A,darkslategray,"(78.53393233280674, 67.02037256450764, 71.43394549763033)",0
0,0,0,0,0,N/A,darkslategray,"(77.12247429989365, 64.83229351293868, 68.98351648351648)",0
0,0,0,0,0,N/A,darkslategray,"(74.77180381695054, 63.76325330049935, 68.61190915931323)",0
0,0,0,0,0,N/A,darkslategray,"(76.65126119560874, 68.49893039328616, 74.85187710101319)",0
0,0,0,0,0,N/A,darkslategray,"(61.57688323220364, 56.63955897587687, 63.26502145922747)",0
0,0,0,0,0,N/A,darkslategray,"(73.88607906930888, 71.49482401656314, 80.6385684708666)",0
0,0,0,0,0,N/A,darkslategray,"(77.82777777777778, 75.09484126984127, 84.1561507936508)",0
0,0,0,0,0,N/A,darkslategray,"(76.99852362204724, 75.4990157480315, 83.29281496062993)",0
0,0,0,0,0,N/A,darkslategray,"(76.66630805092343, 75.22843822843822, 84.05199928276852)",0
0,0,0,0,0,N/A,darkslategray,"(78.24734555984556, 76.30272683397683, 84.52328667953668)",0
0,0,0,0,0,N/A,darkslategray,"(77.18122586872587, 75.29343629343629, 84.52726833976834)",0
0,0,0,0,0,N/A,darkslategray,"(77.22660377358491, 75.05641509433963, 85.14084905660377)",0
0,0,0,0,0,N/A,darkslategray,"(77.59130434782608, 75.50245746691871, 85.22041587901701)",0
0,0,0,0,0,N/A,darkslategray,"(77.66318785578747, 75.56356736242884, 83.59392789373814)",0
0,0,0,0,0,N/A,darkslategray,"(76.48235294117647, 73.83627450980393, 82.99084967320262)",0
0,0,0,0,0,N/A,darkslategray,"(76.49803607214429, 73.977875751503, 81.82573146292586)",0
0,0,0,0,0,N/A,darkslategray,"(74.91922690763052, 73.12068273092369, 83.25737951807228)",0
0,0,0,0,0,N/A,darkslategray,"(75.39709113738621, 73.06403683164173, 82.94689756199644)",0
0,0,0,0,0,N/A,darkslategray,"(75.67086951972377, 72.52647274249242, 82.09349168149001)",0
0,0,0,0,0,N/A,darkslategray,"(75.02623762376237, 72.60415841584158, 81.7589603960396)",0
0,0,0,0,0,N/A,darkslategray,"(76.38084795321637, 73.74439571150097, 84.01303606237816)",0
0,0,0,0,0,N/A,darkslategray,"(75.57231630701995, 71.73634252936357, 82.27581261950287)",0
0,0,0,0,0,N/A,darkslategray,"(76.05905816514854, 72.12139072453414, 81.24849675537298)",0
0,0,0,0,0,N/A,darkslategray,"(75.396113243762, 72.78784788867563, 81.26493522072937)",0
0,0,0,0,0,N/A,darkslategray,"(75.40509395184968, 72.82875807398707, 82.46858485026424)",0
0,0,0,0,0,N/A,darkslategray,"(75.14371100164203, 72.36952380952381, 82.33839080459771)",0
0,0,0,0,0,N/A,darkslategray,"(74.73373324355757, 72.37130440105283, 82.10185468568281)",0
0,0,0,0,0,N/A,darkslategray,"(75.87806818877395, 73.34541225439187, 83.12566566689111)",0
0,0,0,0,0,N/A,darkslategray,"(75.6948685326548, 72.96925360474978, 84.04156064461408)",0
0,0,0,0,0,N/A,darkslategray,"(76.02999172642029, 73.52902647545504, 83.53288747931605)",0
0,0,0,0,0,N/A,darkslategray,"(75.08581213307241, 73.71888454011741, 82.3899217221135)",0
0,0,0,0,0,N/A,darkslategray,"(75.2806791870337, 73.02186776434269, 81.90566846754137)",0
0,0,0,0,0,N/A,darkslategray,"(74.38848710643582, 71.97961867192636, 83.02534882022061)",0
0,0,0,0,0,N/A,darkslategray,"(75.61439842209073, 72.33933267587113, 82.5413379355687)",0
0,0,0,0,0,N/A,darkslategray,"(74.54586614173229, 72.84370078740157, 83.23375984251969)",0
0,0,0,0,0,N/A,darkslategray,"(75.53816933304113, 72.72613046972022, 82.17159763313609)",0
0,0,0,0,0,N/A,darkslategray,"(74.82169521299956, 72.88376518811302, 82.36173327477675)",0
0,0,0,0,0,N/A,darkslategray,"(75.67704397763337, 72.83814417409702, 82.97226839957685)",0
0,0,0,0,0,N/A,darkslategray,"(76.45779500430663, 74.23417312661499, 83.55254091300603)",0
0,0,0,0,0,N/A,darkslategray,"(76.50828047921071, 73.2703488372093, 83.3078752642706)",0
0,0,0,0,0,N/A,darkslategray,"(76.50494683310217, 73.43079056865464, 83.14738788719372)",0
0,0,0,0,0,N/A,darkslategray,"(76.26622110832638, 74.0346235960271, 84.14248584424023)",0
0,0,0,0,0,N/A,darkslategray,"(76.84180392156863, 73.9201568627451, 82.21545098039216)",0
0,0,0,0,0,N/A,darkslategray,"(76.08596078431373, 73.3204705882353, 83.124)",0
0,0,0,0,0,N/A,darkslategray,"(75.96944881889763, 73.4003937007874, 82.97724409448819)",0
0,0,0,0,0,N/A,darkslategray,"(76.7308806262231, 73.1253228962818, 82.58575342465754)",0
0,0,0,0,0,N/A,darkslategray,"(76.08086785009861, 72.70725001494232, 82.89116012192935)",0
0,0,0,0,0,N/A,darkslategray,"(76.51630789302023, 74.09828223526854, 84.43726897151555)",0
0,0,0,0,0,N/A,darkslategray,"(77.45298105336346, 75.61237615157309, 85.57813314792283)",0
0,0,0,0,0,N/A,darkslategray,"(79.2491895078102, 75.78072502210433, 86.43928676687297)",0
0,0,0,0,0,N/A,darkslategray,"(67.65824051223905, 62.42159674514774, 69.0)",0
0,0,0,0,0,N/A,darkslategray,"(64.5826681049982, 58.96986695433297, 63.66084142394822)",0
0,0,0,0,0,N/A,darkslategray,"(64.5826681049982, 58.96986695433297, 63.66084142394822)",0
0,0,0,0,0,N/A,darkslategray,"(64.86669435215947, 58.976190476190474, 62.970376522702104)",0
0,0,0,0,0,N/A,darkslategray,"(64.40106951871658, 57.891362473843294, 63.08933968844455)",0
0,0,0,0,0,N/A,darkslategray,"(63.71266750216909, 57.9449050419358, 63.71628265689772)",0
0,0,0,0,0,N/A,darkslategray,"(63.31349206349206, 57.37085537918871, 62.49320987654321)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(63.09190088757396, 57.48502218934911, 61.73163214990138)",0
0,0,0,0,0,N/A,darkslategray,"(55.649439775910366, 49.417366946778714, 52.522408963585434)",0
0,0,0,0,0,N/A,darkslategray,"(60.088163064833005, 54.153040721557424, 59.216110019646365)",0
0,0,0,0,0,N/A,darkslategray,"(66.38635313531353, 60.423201320132016, 65.38095709570958)",0
0,0,0,0,0,N/A,darkslategray,"(65.73311205359887, 58.50914827791095, 62.57102464810376)",0
0,0,0,0,0,N/A,darkslategray,"(66.45374265013544, 59.2784470038979, 62.857715430861724)",0
0,0,0,0,0,N/A,darkslategray,"(72.74957894736842, 66.38878195488722, 70.891007518797)",0
0,0,0,0,0,N/A,darkslategray,"(76.92610639124882, 71.35633572102837, 76.61218002110056)",0
0,0,0,0,0,N/A,darkslategray,"(75.7693752998241, 70.80030382175791, 76.73277010820318)",0
0,0,0,0,0,N/A,darkslategray,"(74.72188247445096, 70.57329038921505, 76.14068275712111)",0
0,0,0,0,0,N/A,darkslategray,"(69.88874273519187, 65.31233641598325, 70.68403956887641)",0
0,0,0,0,0,N/A,darkslategray,"(67.26422580215683, 63.17395819464785, 68.6726135001997)",0
0,0,0,0,0,N/A,darkslategray,"(61.286239612641495, 57.26695020611137, 62.659608715566314)",0
0,0,0,0,0,N/A,darkslategray,"(51.895372200797226, 47.37152023851962, 51.779677220727876)",0
0,0,0,0,0,N/A,darkslategray,"(42.773106828938474, 38.32579445571332, 42.38346855983773)",0
0,0,0,0,0,N/A,darkslategray,"(38.430306267806266, 34.10831552706553, 37.222204415954415)",0
0,0,0,0,0,N/A,black,"(36.20264141301223, 31.11538215848478, 34.83147018429206)",0
0,0,0,0,0,N/A,black,"(33.22567082027368, 26.93913309380017, 29.764773335371913)",0
0,0,0,0,0,N/A,black,"(31.925782495059604, 26.376235099126664, 28.237266526423152)",0
0,0,0,0,0,N/A,black,"(33.07434371184371, 26.93168498168498, 29.080570818070818)",0
0,0,0,0,0,N/A,black,"(31.993088158581116, 25.22879871823534, 28.031354795439302)",0
0,0,0,0,0,N/A,black,"(32.91287900389697, 25.858511548331908, 29.34844596521243)",0
0,0,0,0,0,N/A,black,"(32.87716024340771, 26.18397565922921, 28.897809330628803)",0
0,0,0,0,0,N/A,black,"(34.888, 29.16940594059406, 31.853544554455446)",0
0,0,0,0,0,N/A,black,"(28.794832225387783, 22.78735359290915, 25.074509338398226)",0
0,0,0,0,0,N/A,black,"(28.675818735719727, 24.565118050266566, 26.14655369383092)",0
0,0,0,0,0,N/A,black,"(31.207461064831584, 26.999855124954728, 29.377816008692502)",0
0,0,0,0,0,N/A,black,"(32.126796830786645, 27.96171477079796, 30.260059422750423)",0
0,0,0,0,0,N/A,black,"(32.117804379227984, 27.346762775131936, 30.049584531113684)",0
0,0,0,0,0,N/A,black,"(30.069119286510592, 26.718753870927785, 29.774216524216524)",0
0,0,0,0,0,N/A,black,"(34.32506299670479, 29.74811009885637, 31.83459326742909)",0
0,0,0,0,0,N/A,darkslategray,"(54.85457516339869, 48.20167447509977, 50.41963097923535)",0
0,0,0,0,0,N/A,darkslategray,"(44.377593913738494, 40.78037950327107, 44.746011071312275)",0
0,0,0,0,0,N/A,black,"(32.41843130842395, 28.955209440492737, 32.27114163464421)",0
0,0,0,0,0,N/A,darkslategray,"(37.02857897916037, 33.87688764723649, 37.62718967079432)",0
0,0,0,0,0,N/A,darkslategray,"(37.92332842724979, 36.10498317914214, 39.385271236333054)",0
0,0,0,0,0,N/A,darkslategray,"(42.60187844847182, 41.391105784133416, 45.085511768717325)",0
0,0,0,0,0,N/A,darkslategray,"(47.51009908756387, 46.74231465780762, 51.12872155125676)",0
0,0,0,0,0,N/A,darkslategray,"(47.945160794695724, 47.4885653165664, 51.933211993712405)",0
0,0,0,0,0,N/A,darkslategray,"(41.312910880304976, 40.22871850728077, 43.80981833741782)",0
0,0,0,0,0,N/A,darkslategray,"(44.83679322060172, 44.08928963583987, 48.07257366524137)",0
0,0,0,0,0,N/A,darkslategray,"(40.917722393697886, 40.013140922283135, 43.399640668908646)",0
0,0,0,0,0,N/A,black,"(25.979428690080685, 24.626290341718082, 26.707878500237303)",0
0,0,0,0,0,N/A,darkslategray,"(35.783319716593226, 34.730669809678155, 37.853849965846535)",0
0,0,0,0,0,N/A,black,"(35.981927860696516, 34.72419154228856, 36.76842039800995)",0
0,0,0,0,0,N/A,darkslategray,"(38.790163896070474, 38.52258396602754, 40.95675062294545)",0
0,0,0,0,0,N/A,darkslategray,"(39.970908293111016, 39.854278192189554, 42.15225976305397)",0
0,0,0,0,0,N/A,darkslategray,"(41.50703591129123, 40.93832038725656, 43.21274344253067)",0
0,0,0,0,0,N/A,darkslategray,"(39.40850873835949, 38.904707233065444, 41.27895139686184)",0
0,0,0,0,0,N/A,darkslategray,"(37.206296904315195, 36.083020637898684, 38.31927767354597)",0
0,0,0,0,0,N/A,darkslategray,"(52.12189733776102, 51.73041312545731, 53.9865340237519)",0
0,0,0,0,0,N/A,darkslategray,"(55.38622000475172, 53.41740318365407, 54.242706105963414)",0
0,0,0,0,0,N/A,darkslategray,"(49.42118863049095, 46.730752290345315, 47.43899753347428)",0
