time,x,y,z,angle_xz,tag,color,rgb,rgb1,rgb2,rgb3,rgb4,servo_angle,occlusion,lm_score,fpsvalue
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0.9091796875,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0,0
0,0,0,0,0,N/A,darkgray,"(144.44074351297405, 169.08935254491018, 160.69950723552896)","(82.23060993975903, 91.7644327309237, 81.97565261044177)","(121.46961805555556, 146.62382192460316, 139.7195560515873)","(171.31883785140562, 198.8569904618474, 188.30566014056225)","(202.3232886904762, 238.54600694444446, 232.18861607142858)",90,0,0.8720703125,0
