time,x,y,z,angle_xz,tag,color,rgb,servo_angle
0,0,0,0,0,N/A,black,"(20.172886065899167, 22.56112369521052, 18.403019405459684)",0
0,0,0,0,0,N/A,black,"(16.891319402625555, 16.098292785740092, 16.404146091774056)",0
0,0,0,0,0,N/A,black,"(11.392014457174032, 10.741475722858702, 10.305254364429896)",0
0,0,0,0,0,N/A,black,"(11.85964238467119, 11.296177755017853, 11.00061167299677)",0
0,0,0,0,0,N/A,black,"(23.424560328162574, 23.366157448881765, 25.722735631100004)",0
0,0,0,0,0,N/A,black,"(24.889985795454546, 25.68514835858586, 27.868931502525253)",0
0,0,0,0,0,N/A,black,"(23.29086960224853, 24.431930840643897, 26.55607699514522)",0
0,0,0,0,0,N/A,black,"(28.00990885367422, 30.17461518096895, 33.76222533187096)",0
0,0,0,0,0,N/A,darkslategray,"(32.049839875929024, 34.816864388003786, 39.50124876633971)",0
0,0,0,0,0,N/A,darkslategray,"(33.17523660130719, 35.99230326797386, 41.03325490196078)",0
0,0,0,0,0,N/A,darkslategray,"(34.26863308137325, 37.264568641526964, 42.68333262953423)",0
0,0,0,0,0,N/A,darkslategray,"(34.34172029807774, 37.15850199000762, 42.37487297823694)",0
0,0,0,0,0,N/A,darkslategray,"(34.470986112287235, 37.44701075450927, 42.80640824794648)",0
0,0,0,0,0,N/A,darkslategray,"(34.85627846179794, 37.78409090909091, 42.939861275088546)",0
0,0,0,0,0,N/A,darkslategray,"(35.72929707325326, 38.71586871933683, 43.86304136355947)",0
0,0,0,0,0,N/A,darkslategray,"(35.14483422783933, 37.77854484072022, 42.76374220914128)",0
0,0,0,0,0,N/A,black,"(26.474515682656826, 28.64430979537068, 31.363049312311304)",0
0,0,0,0,0,N/A,black,"(19.72394185637781, 21.225151458759797, 22.796962554018567)",0
0,0,0,0,0,N/A,black,"(15.994900849858357, 16.88310400647511, 17.78460137596115)",0
0,0,0,0,0,N/A,black,"(12.566398720024674, 12.624354229316062, 13.05942054129077)",0
0,0,0,0,0,N/A,black,"(10.647592646102723, 10.745123889330348, 10.947283825760312)",0
0,0,0,0,0,N/A,black,"(10.658146919765718, 11.111177757391857, 10.82589796062381)",0
0,0,0,0,0,N/A,black,"(10.300050398742997, 10.88499451543091, 10.455011710296167)",0
0,0,0,0,0,N/A,black,"(14.7896996996997, 15.353903903903904, 14.776046046046046)",0
