time,x,y,z,angle_xz,tag,color,rgb,servo_angle
0,-18.063,-14.604,178.756,-5.770089513480977,A,darkslategray,"(45.25172025127886, 58.37054173136493, 57.33283413861324)",0
0.5801162719726562,-18.127,-15.117,178.756,-5.790412013183293,A,black,"(5.457710535909588, 11.40841149371955, 20.761873197892154)",0
0.8222746849060059,-18.271,-15.469,178.756,-5.836132406127553,A,black,"(5.560936735760908, 11.443111096119141, 20.95022853384156)",0
1.1686577796936035,-18.636,-15.189,178.756,-5.951669807721698,A,darkslategray,"(39.33069779116466, 43.2106844042838, 46.848343373493975)",0
1.4309003353118896,-18.973,-15.011,178.756,-6.058593843473108,A,darkslategray,"(39.438045597084496, 43.236681074667345, 46.833901178065936)",0
1.6376838684082031,-19.194,-14.845,178.756,-6.1286109460375835,A,darkslategray,"(39.26129053872956, 43.053638434735994, 46.5951320021442)",0
1.824568271636963,-19.167,-14.625,178.756,-6.120226433350783,A,darkslategray,"(39.64745649263722, 43.43688922356091, 46.86476740294511)",0
2.0287742614746094,-18.763,-14.587,178.756,-5.9921231877477865,A,darkslategray,"(40.81332131545253, 44.699406968124535, 48.47504043399151)",0
2.2174184322357178,-16.795,-14.56,178.756,-5.367350710213096,A,darkslategray,"(43.85801435406699, 47.92404306220096, 52.50945830485304)",0
2.4095544815063477,-13.749,-14.955,178.756,-4.398224186160445,A,darkslategray,"(44.21657564514112, 48.25456288823113, 53.14303581106433)",0
2.6450984477996826,-10.536,-15.188,178.756,-3.373118015683678,A,darkslategray,"(45.587968633054366, 49.90682622303871, 55.3380791998367)",0
2.8436527252197266,-7.037,-15.394,178.756,-2.2544358356312855,A,darkslategray,"(48.64961362692148, 53.42663066057333, 60.23307021188201)",0
3.0383951663970947,-4.03,-15.349,176.521,-1.3079887969063986,A,darkslategray,"(49.71542259896305, 54.513134721422105, 61.93947823224426)",0
3.223801851272583,-1.11,-15.25,172.824,-0.3681184708783519,A,darkslategray,"(51.324081307164015, 56.25049637079712, 63.97239039156332)",0
3.4168877601623535,2.007,-15.088,170.051,0.6761645099579455,A,darkslategray,"(48.89042379590584, 53.41034527329423, 60.15488827492608)",0
3.6085848808288574,4.741,-14.746,166.133,1.634744079034531,A,darkslategray,"(47.180124471395516, 51.52622676135004, 57.84732306710285)",0
3.805614709854126,7.65,-14.627,163.195,2.6837215873301545,A,darkslategray,"(42.64813029506281, 46.28852614665498, 51.12555506865323)",0
4.040660619735718,10.314,-14.463,159.313,3.7042714668096997,A,darkslategray,"(42.51743189311123, 45.95126149574874, 50.73865694950547)",0
4.239749193191528,14.562,-14.101,156.402,5.319104199449785,A,darkslategray,"(45.76934746578272, 48.130373182207016, 52.448627298973484)",0
4.441129207611084,20.26,-13.777,154.218,7.484374888134169,A,darkslategray,"(49.702012046648726, 52.01749327181853, 56.88738305779828)",0
4.6705169677734375,25.461,-13.561,152.581,9.473458529331921,A,darkslategray,"(49.39734757357051, 51.83081213093242, 56.8960110325387)",0
4.867372751235962,29.44,-13.425,151.352,11.007346836965404,A,darkslategray,"(50.24632496688239, 52.39751048967373, 57.62985895109099)",0
5.091913223266602,31.843,-13.429,150.431,11.95170002839605,A,darkslategray,"(53.89640866981912, 56.62357539215169, 62.316914819437365)",0
5.308756589889526,33.221,-13.511,149.74,12.508971320972812,A,darkslategray,"(49.93721944035346, 52.243899852724596, 57.178751104565535)",0
5.514159202575684,34.361,-13.599,149.222,12.967319922894749,A,darkslategray,"(46.13308977035491, 47.964863340772204, 51.58525304153768)",0
5.717504262924194,37.941,-13.903,148.834,14.301341922377743,A,darkslategray,"(51.95081790176085, 54.70881219520513, 60.371608180154375)",0
5.926739692687988,41.158,-13.977,147.004,15.64122944159129,A,darkslategray,"(51.49467787114846, 54.876496052966644, 60.69931245225363)",0
6.136563062667847,45.118,-14.058,145.632,17.21342646269127,A,darkslategray,"(50.32680938383894, 54.38142643225556, 60.60745937551994)",0
6.353625535964966,48.248,-14.146,143.187,18.621580344405768,A,darkslategray,"(49.54986275801493, 53.98824659639877, 59.99570158102767)",0
6.558932781219482,50.839,-14.26,141.354,19.781408007263266,A,darkslategray,"(49.548809483373525, 54.502253093758135, 59.6657042899358)",0
6.804088830947876,52.928,-14.371,139.979,20.71228033759715,A,darkslategray,"(50.33756042113965, 55.73639160935509, 60.517549398946)",75.0
7.504898309707642,55.274,-14.405,138.948,21.692770612911872,A,darkslategray,"(54.14996849401386, 61.87037864466976, 66.06821905252907)",60.0
