time,x,y,z,angle_xz,tag,color,rgb,rgb1,rgb2,rgb3,rgb4,servo_angle,occlusion,lm_score,fpsvalue
0,0,0,0,0,N/A,darkslategray,"(23.35341014897579, 31.906744646182496, 53.27662360335196)","(38.833255597014926, 49.97679570895522, 72.67245802238806)","(6.525789962825279, 10.175418215613384, 25.512081784386616)","(35.57695895522388, 46.27157182835821, 71.1786380597015)","(12.580622676579926, 21.323768587360593, 43.88197026022305)",90,0,0.9990234375,0
0,0,0,0,0,N/A,dimgray,"(105.90026494583039, 102.64331995488051, 113.9328716455497)","(136.17421343537416, 128.734587585034, 134.64912840136054)","(78.82582487309645, 74.63874788494078, 86.72366751269035)","(125.83496459808413, 123.40680966264057, 135.1078717201166)","(83.08308297938464, 83.98922614731171, 99.32880969646742)",90,0,0.998046875,0
0,0,0,0,0,N/A,dimgray,"(105.26829663212435, 102.45150582901555, 114.27326208981002)","(140.62974956822106, 133.92519430051814, 139.8453151986183)","(72.8456390328152, 68.53098013816926, 79.93793177892918)","(129.81120466321244, 127.80019430051813, 140.78518998272884)","(77.78659326424871, 79.54965457685665, 96.52461139896373)",90,0,0.9990234375,0
0,0,0,0,0,N/A,dimgray,"(109.19491109414203, 106.49664557652449, 119.19962910439621)","(152.87842012356575, 147.05527360988526, 154.7885039717564)","(69.89629302736098, 65.9819064430715, 77.42806707855252)","(138.087594390507, 135.5359223300971, 149.16396979503776)","(76.01477885652643, 77.41445523193096, 95.28058252427185)",90,0,0.9990234375,0
0,0,0,0,0,N/A,gray,"(114.66041828901992, 111.809433752364, 127.28457003003672)","(162.24876237623764, 157.2692394239424, 168.27081458145815)","(69.16561656165617, 63.82999549954995, 77.02835283528353)","(148.72508250825084, 147.59328932893288, 166.26919691969198)","(78.54873487348735, 78.48921892189219, 97.36391639163917)",90,0,0.9990234375,0
0,0,0,0,0,N/A,gray,"(118.60556603515678, 115.93684901172804, 132.78348232592472)","(162.36064301552108, 157.29467849223946, 169.68248337028825)","(77.77030008826125, 72.87477934686673, 87.11253309796999)","(150.96921409214093, 149.5068834688347, 169.66243902439024)","(83.75177993527508, 84.39244875943905, 104.83570658036678)",90,0,0.99609375,0
0,0,0,0,0,N/A,gray,"(119.15246440306682, 116.878860898138, 133.17146768893758)","(161.62494510320596, 157.1393280632411, 169.33662714097497)","(79.7618006993007, 75.08937937062937, 89.10063374125875)","(151.24472990777338, 149.82433025911286, 169.3278436539306)","(84.33686625874125, 85.81435751748252, 105.2684659090909)",90,0,0.9970703125,0
0,0,0,0,0,N/A,gray,"(120.97092402902263, 118.19523580879215, 135.07869184805804)","(161.82116944088776, 156.69931711481007, 169.1056338028169)","(84.06135296628254, 78.75608194622279, 93.66709346991037)","(150.559218950064, 149.06455399061034, 169.00501493811353)","(87.44195475885617, 88.2609901835254, 108.53702518139139)",90,0,0.9990234375,0
0,0,0,0,0,N/A,gray,"(121.07749518754011, 118.61946567111941, 135.79811001574987)","(161.81460475008862, 157.8953089920832, 171.8006617038875)","(82.95155382252156, 78.45184922604277, 93.12773248257119)","(152.76993087557602, 151.02200460829494, 170.76497695852535)","(86.83917050691244, 87.08640552995392, 107.3323732718894)",90,0,1.0,0
0,0,0,0,0,N/A,gray,"(120.83675175399313, 118.69162561576354, 136.50201522615316)","(159.1082949308756, 155.00994421537715, 169.8782439970895)","(85.70654273297923, 80.879526798648, 96.42684693384838)","(151.98357556422073, 150.6236559139785, 170.41592815786365)","(86.94307221830158, 88.5238767348859, 109.42001881910139)",90,0,0.9990234375,0
0,0,0,0,0,N/A,gray,"(118.3751871657754, 116.10902979373567, 133.55764705882353)","(160.88642005958292, 156.73994538232373, 171.30623138033764)","(79.2280701754386, 74.72213985668397, 89.54114158636027)","(151.83853410740204, 150.3295839380745, 170.0793420416062)","(81.98555435175153, 82.97159022511136, 103.48729986758156)",90,0,0.9990234375,0
0,0,0,0,0,N/A,gray,"(114.03963597859371, 110.6895801734253, 125.38571387688522)","(157.41173054587688, 151.5569105691057, 162.72102206736352)","(75.61264593688591, 70.40053173043579, 83.4215697607213)","(144.96439909297052, 142.37471655328798, 158.71009070294784)","(78.63473256601219, 78.77916948770029, 96.91062965470549)",90,0,0.9990234375,5.386659759559824
0,0,0,0,0,N/A,gray,"(114.34708556149732, 111.35935828877005, 125.40831550802139)","(160.8334048027444, 155.2556818181818, 165.43149656946827)","(74.978339735382, 69.67029449423815, 81.70860008536064)","(144.75246569468268, 142.40448113207546, 159.23070325900514)","(77.1851259069569, 78.4588134869825, 95.60915492957747)",90,0,0.9990234375,5.386659759559824
0,0,0,0,0,N/A,dimgray,"(112.3505419858361, 109.57707761237172, 124.19358288770053)","(152.95120806943467, 146.64367816091954, 157.50774102744546)","(77.73179271708683, 72.81279178338002, 85.76925770308124)","(142.46019017069537, 140.00504066903426, 156.34688967808455)","(76.74008207934337, 79.18046055631555, 97.34872321021432)",90,0,1.0,5.386659759559824
0,0,0,0,0,N/A,dimgray,"(113.25084082431358, 110.15929798813673, 124.71026722925457)","(153.81270903010034, 148.59209711383625, 160.1035550600768)","(77.68859160163508, 71.98575498575498, 85.24464263594699)","(144.98272946859905, 142.36509661835748, 158.55410628019322)","(76.64432367149759, 77.70072463768116, 94.83695652173913)",90,0,0.9990234375,5.386659759559824
0,0,0,0,0,N/A,dimgray,"(112.89452495974236, 110.10451505016722, 124.57237086584912)","(153.64932491019448, 148.62764771460422, 160.02242041372477)","(76.87761674718196, 71.56794252446426, 84.98352533135142)","(145.67013501796112, 143.0201907593212, 159.17316982534373)","(75.38102316363187, 77.2022792022792, 94.11036789297658)",90,0,1.0,5.386659759559824
0,0,0,0,0,N/A,dimgray,"(112.07610261439912, 109.84889815183743, 124.68372820057009)","(153.03198904655216, 148.15596216081653, 159.89121234752304)","(76.47962343614518, 72.19980180849745, 86.07692307692308)","(144.67050970873785, 142.28009708737864, 158.33252427184465)","(74.6066425120773, 77.11328502415459, 94.67765700483092)",90,0,0.9990234375,5.386659759559824
0,0,0,0,0,N/A,gray,"(113.4794205006971, 110.66160514032855, 125.78414257137662)","(156.88868635314134, 152.04593510754648, 164.20123951877505)","(76.10849056603773, 70.96093372036768, 85.20500725689405)","(145.95248511362254, 143.42617572001458, 159.86899987847855)","(75.32595549104983, 76.56313497822931, 94.20331398161586)",90,0,1.0,5.386659759559824
0,0,0,0,0,N/A,dimgray,"(112.97102289191538, 109.76902347145754, 123.75282526803825)","(155.09723199624676, 149.2870044569552, 159.58925639221206)","(77.85585268590195, 71.04468684025335, 84.37262491203379)","(144.23404742811317, 141.75461106655973, 157.29843051895978)","(74.86000687363959, 77.0082483675106, 93.66857601099782)",90,0,1.0,5.386659759559824
0,0,0,0,0,N/A,gray,"(114.50666813622837, 111.51829604320511, 125.24231235534002)","(162.87600573129063, 157.08596935963848, 167.4206987765899)","(74.27840846467541, 68.59947095778683, 81.33296594290753)","(146.4567397773614, 143.8573790367023, 159.37429736581063)","(74.41551857158602, 76.53036481869283, 92.84128733605202)",90,0,1.0,5.386659759559824
0,0,0,0,0,N/A,gray,"(114.35800305937978, 111.75232930051453, 125.70079265748852)","(161.79857819905214, 156.26856240126384, 166.93703452945158)","(75.58838724168913, 70.20485175202157, 83.07389937106919)","(146.13170946765126, 143.80061721591537, 159.3180866306624)","(74.48343571741992, 77.16059675296182, 93.79036858271172)",90,0,1.0,5.386659759559824
0,0,0,0,0,N/A,gray,"(114.47281323877068, 111.8986584636418, 126.13460935942351)","(156.86822332678304, 151.21789388509998, 162.1611374407583)","(78.98803497468937, 74.43948458352509, 88.03255867464335)","(145.06759196569624, 142.62322274881515, 157.88569171744527)","(77.4714734950584, 79.68429919137466, 96.72529200359389)",90,0,0.9990234375,6.63988961640122
0,0,0,0,0,N/A,gray,"(114.61910853374268, 112.40920461652169, 126.69262038774234)","(154.1267380898108, 148.8492135855938, 159.3957146113517)","(81.73431650595576, 77.81020986954056, 91.32671582529778)","(144.1086163665375, 141.33029405060407, 156.63038522908593)","(78.8276800907544, 81.95110606920022, 99.70901871809416)",90,0,0.9990234375,6.63988961640122
