time,x,y,z,angle_xz,tag,color,rgb,servo_angle
0,0,0,0,0,N/A,black,"(18.233760683760682, 15.035470085470086, 17.987606837606837)",0
0,0,0,0,0,N/A,black,"(24.825825825825827, 21.72972972972973, 27.712962962962962)",0
0,0,0,0,0,N/A,black,"(17.546077210460773, 15.2826899128269, 18.61145703611457)",0
0,0,0,0,0,N/A,black,"(23.889683350357508, 21.873544433094995, 26.55076608784474)",0
0,0,0,0,0,N/A,black,"(26.44, 24.17818181818182, 27.35404958677686)",0
0,0,0,0,0,N/A,black,"(27.443396226415093, 21.737106918238993, 24.630817610062895)",0
0,0,0,0,0,N/A,black,"(25.55959595959596, 20.56969696969697, 25.022222222222222)",0
0,0,0,0,0,N/A,black,"(24.309283088235293, 23.102481617647058, 28.755974264705884)",0
0,0,0,0,0,N/A,darkslategray,"(69.43300798580302, 76.02883762200533, 94.58917480035493)",0
0,0,0,0,0,N/A,darkslategray,"(74.84037819799778, 81.70133481646273, 100.96051167964404)",0
0,0,0,0,0,N/A,darkslategray,"(66.05918367346939, 72.78775510204082, 89.53061224489795)",0
0,0,0,0,0,N/A,dimgray,"(76.86494252873563, 84.59482758620689, 104.23563218390805)",0
0,0,0,0,0,N/A,darkslategray,"(57.778985507246375, 63.64673913043478, 79.32789855072464)",0
0,0,0,0,0,N/A,darkslategray,"(43.87347972972973, 47.72519305019305, 61.116819498069496)",0
0,0,0,0,0,N/A,darkslategray,"(40.20500283893761, 45.307803924042645, 57.41631442811179)",0
0,0,0,0,0,N/A,darkslategray,"(38.099527752620006, 43.77115409496701, 56.255692845128735)",0
0,0,0,0,0,N/A,darkslategray,"(44.787179487179486, 51.89871794871795, 64.52692307692308)",0
0,0,0,0,0,N/A,darkslategray,"(51.86161616161616, 59.03703703703704, 72.0063973063973)",0
0,0,0,0,0,N/A,darkslategray,"(41.22258064516129, 49.438709677419354, 62.270967741935486)",0
0,0,0,0,0,N/A,darkslategray,"(41.41252955082742, 52.4822695035461, 65.33451536643027)",0
0,0,0,0,0,N/A,darkslategray,"(43.61907962109575, 55.58029313876088, 68.69447644649257)",0
