time,x,y,z,angle_xz,tag,color,rgb,rgb1,rgb2,rgb3,rgb4,servo_angle,occlusion,lm_score
0,0,0,0,0,N/A,dimgray,"(93.01832733093238, 91.82757102841137, 100.29423769507802)","(134.6158367346939, 134.85126530612246, 146.5482448979592)","(48.32669387755102, 43.34595918367347, 47.56718367346939)","(135.5436420722135, 138.18430141287286, 151.2557299843014)","(53.46813186813187, 50.71883830455259, 55.556828885400314)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(94.31616211871867, 93.93516782119484, 102.6470588235294)","(140.79049405878675, 142.20559724828018, 154.8413070669168)","(44.480379943942694, 40.46029274369355, 44.97041420118343)","(141.27868112014454, 144.40078289671786, 158.82535380909366)","(50.96191333033438, 48.87374418953366, 52.179037336932076)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(94.65019623233908, 94.96636577708006, 103.49733124018839)","(144.90784929356357, 146.79136577708007, 159.59623233908948)","(42.44536891679749, 39.100313971742544, 42.584929356357925)","(143.17723704866563, 147.1226059654631, 161.39105180533753)","(48.07032967032967, 46.851177394034536, 50.4171114599686)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(94.8059598059598, 94.08905058905059, 102.09587664587664)","(147.87472222222223, 149.03208333333333, 161.96208333333334)","(39.61687413554633, 35.047994467496544, 36.51936376210235)","(144.99597222222224, 148.17180555555555, 162.60069444444446)","(47.16473029045643, 44.556708160442604, 47.80082987551867)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.66703172593175, 91.57849344604539, 99.70543139737842)","(145.88675034867504, 147.0694560669456, 159.32566248256626)","(35.5125, 31.28388888888889, 32.18375)","(142.93210959643676, 145.636928060467, 159.86219462815495)","(46.633870967741935, 42.61774193548387, 47.686290322580646)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(84.64839384277829, 83.05557269704138, 90.97072234221262)","(135.94120932830612, 135.15458734813575, 146.748359167714)","(27.49499443826474, 23.304226918798665, 25.32452725250278)","(131.16558441558442, 132.57792207792207, 144.86444805194805)","(44.22332974137931, 41.377424568965516, 47.102370689655174)",90,0,1.0
0,0,0,0,0,N/A,darkslategray,"(79.44800817160368, 77.97697358820955, 84.93506493506493)","(127.49075391180655, 125.69701280227596, 136.19618302513038)","(25.77082841633231, 22.80705687986783, 25.224451262685864)","(124.2033957033957, 124.32409332409333, 135.47262647262647)","(40.59319305507646, 39.30504771760377, 43.08094745314476)",90,0,1.0
0,0,0,0,0,N/A,darkslategray,"(81.06043548697109, 79.79030176556194, 86.11356709409924)","(128.52876254180603, 126.84414715719063, 136.17502787068005)","(27.557553557553558, 23.917748917748916, 25.288156288156287)","(125.29989130434782, 126.09315217391304, 137.05695652173912)","(43.096536796536796, 42.484740259740256, 46.09686147186147)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(82.54637318928216, 81.44919239968824, 89.01754951758983)","(128.87834151663938, 127.80054555373704, 137.48314238952537)","(28.642546718817904, 25.947957409821818, 28.11136462407649)","(126.30159574468085, 127.30446808510638, 139.07765957446807)","(46.55052966101695, 44.900847457627115, 51.49936440677966)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(82.78839977328548, 82.00116056246794, 88.97684273029068)","(129.2037037037037, 127.55467893929432, 137.29848783694936)","(29.133987997817783, 26.461429350791054, 28.706492089470814)","(126.20384615384616, 127.58547008547009, 139.10758547008547)","(46.80840425531915, 46.5363829787234, 50.909893617021275)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(83.2442900237018, 82.15185304891187, 89.84135962077139)","(126.57347554406378, 125.47716009480715, 135.3202973497091)","(31.657724628312863, 29.77634130575307, 33.06625727213962)","(124.96132299073476, 125.34755440637794, 136.8994828700711)","(49.78463693169576, 48.00635638870933, 54.0794009911657)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(83.16585623678647, 82.45766384778013, 90.81321353065539)","(125.9155720338983, 125.20974576271186, 135.48358050847457)","(32.96761603375528, 31.145464135021097, 35.85527426160338)","(124.36737288135593, 125.25391949152542, 136.97436440677967)","(49.767088607594935, 48.582489451476796, 55.32289029535865)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(83.6392331932773, 82.93689600840337, 91.48030462184875)","(124.51165966386554, 122.53686974789916, 133.05892857142857)","(35.85325630252101, 34.92237394957983, 39.80115546218487)","(123.52521008403362, 124.04170168067228, 136.04170168067228)","(50.666806722689074, 50.246638655462185, 57.019432773109244)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(85.30918918918918, 84.94785862785862, 93.80169092169092)","(127.4597972972973, 126.36542792792793, 137.24594594594595)","(36.96063698553325, 34.966132107210946, 40.42155433441741)","(126.69232456140351, 127.95230263157895, 140.4752192982456)","(50.302904564315355, 50.62797554051103, 57.17176239353571)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.08227765443385, 90.30720255974924, 98.46624004179182)","(134.93548387096774, 135.40028731879326, 146.46545644508294)","(40.05184798223848, 38.78046232205825, 41.96787253493535)","(134.09102781768317, 136.6921770928562, 149.95141700404858)","(51.250750946846026, 50.35588350528928, 55.48021418310043)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.00206817006722, 91.61532036749792, 99.54201964761563)","(133.59788617886178, 134.77642276422765, 146.13528455284552)","(43.81214574898785, 42.70574898785425, 46.65295546558704)","(134.4276110068793, 137.1113195747342, 149.4041588492808)","(52.33556524447213, 51.99890999688571, 56.11678604796014)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.68868563685636, 93.12635501355014, 102.0893179765131)","(134.65898825654924, 136.94037940379403, 149.539972899729)","(47.11156278229449, 46.761065943992776, 50.58559168925023)","(132.1219512195122, 135.7563233965673, 149.58581752484193)","(52.862240289069554, 53.04765130984643, 58.64588979223126)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(94.15902079141516, 94.60026827632461, 104.62555331991952)","(138.86182795698926, 140.79354838709676, 154.54086021505375)","(50.034805890227574, 46.955555555555556, 52.86372155287818)","(134.46559139784947, 138.42768817204302, 152.97069892473118)","(53.615261044176705, 52.585809906291836, 58.521552878179385)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(93.399366359447, 95.02586405529954, 104.64902073732719)","(140.27490512333966, 142.9722485768501, 155.86053130929793)","(47.353415559772294, 45.439516129032256, 49.922201138519924)","(135.45094086021504, 140.350582437276, 154.88440860215053)","(50.56429211469534, 51.25, 57.73364695340502)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(94.09266862170088, 94.73528836754643, 103.36011730205279)","(138.75384615384615, 141.20404858299594, 154.61646423751688)","(49.31666666666667, 46.902688172043014, 50.46989247311828)","(134.834008097166, 138.82413967611336, 152.5835020242915)","(53.792086693548384, 52.27847782258065, 56.060735887096776)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(94.07486194779116, 94.55967620481928, 103.8702936746988)","(139.4949799196787, 142.03112449799198, 155.50125502008032)","(48.0863453815261, 45.765562248995984, 49.541164658634536)","(135.71987951807228, 138.91440763052208, 153.6101907630522)","(52.99824297188755, 51.52761044176707, 56.82856425702811)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.92707672796449, 94.49154512787995, 103.74762206721623)","(139.31600084548722, 142.30860283238215, 156.43500317057703)","(46.503487634749526, 44.74593109279222, 48.30416402451913)","(134.65017966603256, 139.6300993447474, 154.10674276051574)","(51.23863876558867, 51.28154724159797, 56.144578313253014)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.90010332263853, 94.48768285388003, 102.97411496003045)","(140.07213261648747, 143.0040322580645, 156.47267025089604)","(45.2739848282017, 44.70504239178938, 47.662873717090584)","(135.4216893039049, 139.26485568760611, 153.35632427843802)","(51.15895159585711, 51.27457197209892, 54.71507080955401)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(93.72794237122895, 93.34604343822781, 102.94470021123328)","(140.17670682730923, 142.16131191432396, 155.32887103971441)","(47.42977777777778, 42.96244444444444, 48.88644444444444)","(135.45508349186218, 138.4969351088565, 152.62375819065736)","(52.201052631578946, 50.04652631578947, 55.24884210526316)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.63309648851818, 92.58675728555247, 102.08598496550304)","(138.47854576199535, 141.09406045233567, 154.00549566687803)","(43.95941661382371, 42.2141196364405, 46.5857112661171)","(133.55441767068274, 137.28413654618473, 151.84979919678716)","(50.49859437751004, 49.66144578313253, 55.72389558232932)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.33949380241965, 93.76545683960514, 102.58858457656054)","(137.35588507877665, 140.4708063021316, 153.7408093914118)","(46.92646153846154, 46.58092307692308, 50.317846153846155)","(132.21658060814687, 136.24584050487664, 150.2320711417097)","(53.15742857142857, 52.07342857142857, 56.364285714285714)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.48054718875503, 92.55641315261045, 102.12336847389558)","(137.6137048192771, 139.5843373493976, 153.34789156626505)","(46.626506024096386, 44.51631526104418, 48.170682730923694)","(132.50476907630522, 135.46460843373495, 150.5203313253012)","(53.17720883534137, 50.66039156626506, 56.45456827309237)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.62772143340095, 91.96233941852603, 100.80696416497634)","(133.97615176151763, 136.71680216802167, 149.65745257452573)","(46.004588394062075, 45.512010796221325, 49.69176788124157)","(130.45826558265583, 134.28726287262873, 147.8252032520325)","(52.40863697705803, 51.68582995951417, 56.441565452091766)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.86704742625795, 92.26814632735686, 101.33885193753615)","(134.1448814343551, 136.84152689415848, 149.9626951995373)","(46.233082706766915, 45.770965876229035, 50.505494505494504)","(130.07692307692307, 134.20213996529785, 147.4916136495084)","(53.013302486986696, 52.257952573742045, 57.395604395604394)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.86904391155403, 93.14014325755217, 102.87433821239489)","(131.71592442645075, 135.98920377867745, 149.33670715249661)","(52.61740890688259, 51.543184885290145, 57.591767881241566)","(126.68074031231926, 132.02197802197801, 145.7322151532678)","(52.83285135916715, 53.18507807981492, 59.0052053209948)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.49374507917068, 92.46067710611496, 102.82941125010935)","(135.058284457478, 137.34714076246334, 151.33651026392963)","(47.461117196056954, 46.87294633077766, 52.40233661920409)","(130.68279569892474, 133.7345430107527, 148.41162634408602)","(53.05153949129853, 52.16064257028113, 59.36880856760375)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.42373470522803, 92.33502502780868, 101.43638765294772)","(135.34562211981566, 138.17223502304148, 151.36261520737327)","(46.29176267281106, 45.01036866359447, 49.47667050691244)","(130.69543010752687, 134.7540322580645, 148.0989247311828)","(53.281451612903226, 51.30430107526882, 56.67177419354839)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.36167914746544, 92.60887096774194, 100.94441244239631)","(134.75489631336404, 137.83438940092165, 150.82142857142858)","(44.50921658986175, 45.053859447004605, 49.42684331797235)","(130.02851382488478, 135.03456221198158, 148.06624423963135)","(52.15408986175115, 52.51267281105991, 55.463133640552996)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.12348178137651, 91.48513591671487, 100.7565066512435)","(136.48201952845915, 138.07192188616338, 151.9066444391522)","(43.69492736365802, 41.9969040247678, 46.28411526553941)","(131.7629329734593, 135.14080071974809, 149.42780026990553)","(52.439046333783175, 50.56972559604139, 55.22289698605488)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.15006747638327, 92.71950067476384, 101.04898785425101)","(136.97219973009447, 139.42159244264508, 152.3122807017544)","(45.051012145748984, 44.40566801619433, 47.708771929824564)","(131.8029689608637, 135.4140350877193, 148.99838056680161)","(50.77408906882591, 51.636707152496626, 55.176518218623485)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.94878522837706, 92.43654033041788, 101.53848396501458)","(133.67673469387756, 136.16367346938776, 149.89755102040817)","(48.105714285714285, 47.69265306122449, 50.88979591836735)","(130.26975881261595, 133.58441558441558, 148.7465677179963)","(51.73246753246753, 52.212987012987014, 56.41187384044527)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.21178861788619, 92.48308943089431, 101.76341463414634)","(135.1727642276423, 137.9559620596206, 151.33231707317074)","(46.86720867208672, 46.3970189701897, 50.201219512195124)","(130.83020637898687, 134.52595372107567, 148.57004377736084)","(51.947467166979365, 51.00625390869293, 56.796747967479675)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.20114942528735, 91.76388486429055, 100.05722978846711)","(137.9777390631049, 140.44192799070848, 153.6647309330236)","(39.59745517640255, 39.79255831887411, 42.68478889531521)","(134.01006581494386, 137.75648470770423, 152.1567944250871)","(49.59012916907654, 49.447850395218815, 52.150568729516095)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.27108927108927, 91.72388752388753, 100.96631176631176)","(138.40913180386863, 140.49640125955915, 154.15811965811966)","(41.950716845878134, 41.361783154121866, 44.23073476702509)","(134.3690603025783, 137.40230129980822, 152.15682932026422)","(50.594439728353144, 47.921901528013585, 53.54265704584041)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.35630404611936, 91.68234226539981, 100.86612576064908)","(137.7509627727856, 140.70924261874197, 153.70517757809156)","(41.634562113786494, 40.98167483486043, 45.124653739612185)","(133.5477107402653, 137.4944373127942, 151.94886606760804)","(48.85872576177285, 47.92797783933518, 53.10654165778819)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.98641304347827, 93.73089060308556, 102.79119915848527)","(136.53958944281524, 139.95381231671556, 153.39699413489737)","(46.23533724340176, 47.101539589442815, 50.63892961876833)","(130.99260752688173, 136.04301075268816, 150.1125672043011)","(50.24495967741935, 51.79133064516129, 56.88743279569893)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.15464213854555, 92.87477244418895, 103.18463159911852)","(135.72782258064515, 138.49475806451613, 153.00282258064516)","(47.223694779116464, 46.72489959839358, 51.55180722891566)","(131.59604105571847, 135.09017595307918, 150.75696480938416)","(50.45454545454545, 51.477181453085066, 57.63490324936108)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.8794100636206, 92.91584731058416, 102.82085020242916)","(137.7032967032967, 140.81376518218624, 154.6043956043956)","(44.69491035280509, 44.24754193175246, 48.90832851359167)","(133.61133603238866, 137.13562753036436, 151.8290919606709)","(51.508097165991906, 49.46645459803354, 55.94158473105841)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.11633577150819, 92.74183211424591, 102.19052594914663)","(138.28137651821862, 141.262001156738, 155.20445344129556)","(45.58611751152074, 43.40466589861751, 47.74769585253456)","(133.765991902834, 137.50013495276653, 151.91417004048583)","(51.149193548387096, 49.10913978494624, 54.200537634408605)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.07143658810325, 92.72536475869809, 101.25555555555556)","(138.63382816014396, 141.15677013045433, 154.29509671614935)","(43.376344086021504, 42.77598566308244, 44.92002688172043)","(133.90328385065226, 137.9804318488529, 152.2633828160144)","(48.736783154121866, 49.3660394265233, 53.96326164874552)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(90.3728949478749, 91.30510873154394, 100.77182885985188)","(137.3284939992257, 139.8360433604336, 153.29132791327913)","(40.31694621168305, 39.37150568729516, 43.73472141893195)","(134.48281596452327, 138.7969327420547, 153.29157427937915)","(49.582443871917555, 47.44111152005889, 52.979941111520056)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.838215010142, 92.51780933062881, 102.65776876267749)","(137.90040650406505, 140.05826558265582, 154.46917344173443)","(46.05634278002699, 44.374493927125506, 50.67071524966262)","(132.9227642276423, 136.5222013758599, 150.9618511569731)","(50.83338523824354, 49.42572407349735, 54.90501401432576)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.25842950893868, 92.06132609187598, 101.24943426114505)","(138.45578231292518, 140.96961451247165, 154.85510204081632)","(42.849819331526646, 41.35885275519422, 44.92547425474255)","(134.3700680272109, 138.02380952380952, 152.8795918367347)","(49.725158084914185, 48.27868112014453, 52.76535682023487)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.13253955820147, 92.74001253329156, 102.24862917123609)","(137.42072213500785, 140.40627943485086, 154.50518053375197)","(45.01125703564728, 43.72732958098812, 47.85834896810506)","(133.05651491365776, 137.26875981161695, 152.21475667189952)","(49.40025015634772, 49.93245778611632, 54.8317698561601)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.056505360765, 92.99391480730223, 103.0027045300879)","(136.32439024390243, 139.5918699186992, 153.8028455284553)","(45.81336032388664, 45.8255060728745, 51.45141700404859)","(132.1448632668145, 136.58573540280858, 150.88063562453806)","(50.27861612072138, 50.268678689731324, 56.18844313581155)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.23455828921416, 92.57546973943735, 101.05076300218)","(138.73662902194758, 140.95461325378224, 154.1444704879608)","(43.224163647986366, 41.40805454932879, 44.66588536117622)","(134.49595141700405, 139.1497975708502, 152.5914979757085)","(48.45607287449393, 48.65, 52.63663967611336)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.86607882589655, 92.5394129482779, 102.0811338619955)","(137.72770398481973, 140.14160341555979, 153.9758064516129)","(45.66194188518781, 43.84077486416253, 47.81431608788093)","(133.6518026565465, 136.56712523719165, 152.0457779886148)","(50.77486416253248, 49.97613985353178, 54.89770848098276)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.81089845826688, 92.78096757044125, 100.86895268474215)","(137.70828894097593, 140.13871723844022, 152.85872576177286)","(44.440365025466896, 43.46477079796265, 46.132852292020374)","(134.24973364585554, 137.89281909226509, 150.7355636053697)","(51.20140067911715, 50.000424448217316, 54.15938030560272)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.29558441558441, 92.71186147186147, 101.32479076479076)","(137.05358418671113, 140.35651345558466, 153.26815908549653)","(44.801944971537004, 43.389231499051235, 47.127846299810244)","(132.76855600539812, 137.70917678812415, 151.05510571300044)","(50.858870967741936, 49.662186379928315, 54.1211917562724)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.1604377104377, 92.5979797979798, 100.8584175084175)","(137.295771479982, 139.93252361673413, 152.39968511021144)","(44.03920250896057, 43.786066308243726, 46.72692652329749)","(133.81196581196582, 137.21434997750788, 151.1540710751237)","(49.85282258064516, 49.82974910394265, 53.56362007168459)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.56205052553936, 92.43237138115434, 100.18596717683938)","(138.11954915003696, 140.2860310421286, 152.87860310421286)","(43.421052631578945, 41.37026131762974, 43.18844313581155)","(135.67239467849225, 139.2880635624538, 153.47135994087213)","(49.402281928597716, 49.16856827383143, 51.634523371365475)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.00519949066214, 92.78029499151104, 101.9528331918506)","(137.55072156196945, 139.90152801358235, 153.3147283531409)","(43.88815789473684, 43.79944821731749, 47.35292869269949)","(132.9598896434635, 137.69991511035653, 151.52398132427845)","(49.62202886247878, 49.72028862478778, 55.61969439728353)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.32219662058371, 92.29013056835637, 101.4020257296467)","(137.34024577572964, 139.7455837173579, 152.74174347158217)","(43.848118279569896, 42.31758832565284, 46.635176651305684)","(134.12538402457758, 137.7258064516129, 151.93701996927803)","(49.975038402457756, 49.37154377880184, 54.294162826420894)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.32326190843224, 93.36295668259596, 103.12717743178665)","(137.3262279888786, 140.21686746987953, 153.70775409329627)","(47.870769230769234, 46.173846153846156, 51.378461538461536)","(132.71949335804757, 136.32746370095768, 150.28884769848625)","(51.71815384615385, 51.09292307692308, 57.52461538461539)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.25032820705177, 91.888644036009, 100.55617029257314)","(136.61674347158217, 139.29934715821813, 152.06490015360984)","(43.61578341013825, 41.550499231950845, 45.93798003072197)","(134.22232404692082, 138.33449413489737, 151.48387096774192)","(50.4433651026393, 48.23717008797654, 52.59659090909091)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.13670033670034, 92.06315536315536, 101.18802308802309)","(136.5770194717563, 139.03065355696936, 151.99286678234046)","(44.209869431643625, 42.76670506912443, 46.37384792626728)","(133.79005205320996, 137.81742818584925, 152.06554848660113)","(50.32507680491551, 49.011712749615974, 54.729838709677416)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.26220419202164, 91.70281721884156, 101.31516790624296)","(137.83203991130821, 139.0530303030303, 152.38248337028824)","(43.3225984541774, 41.16635995583364, 44.815605447184396)","(134.69176387416047, 138.79126899964652, 153.68027571580063)","(49.49903186058793, 48.03608519626826, 54.555888047878895)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.21552903438841, 92.02335015802632, 100.89537242322751)","(138.015873015873, 139.70344560588464, 152.72628726287263)","(45.448428764218235, 41.76363986890303, 45.42857142857143)","(135.60439763488543, 138.269770879527, 152.85753880266074)","(50.102134707397866, 48.610783952889214, 52.8145012881855)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.2897565922921, 92.51769776876267, 102.01313387423934)","(137.28536585365853, 140.22357723577235, 153.74268292682927)","(44.65202429149797, 43.29554655870445, 47.221457489878546)","(133.52845528455285, 138.23556910569107, 152.70142276422763)","(50.05040485829959, 48.69433198380567, 54.80161943319838)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.18354100260794, 92.41060562155897, 101.50582439872501)","(137.9531324725012, 140.525824964132, 153.79626972740314)","(45.88020957370802, 43.41914741605144, 46.74470111931412)","(134.47177055103884, 137.5106142728094, 151.77235772357724)","(50.74561403508772, 48.50472334682861, 53.976158344579396)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.3645366013787, 92.32908414487362, 101.48150782361309)","(136.79239766081872, 139.6239316239316, 152.9646873594242)","(45.044534412955464, 42.92532613585245, 47.68106162843005)","(133.11847432346048, 137.33880247176646, 151.68101427658215)","(50.4557852120179, 49.31728105689324, 53.477306626891114)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.59608294930875, 92.77546082949308, 101.7793202764977)","(137.47414611005692, 140.19022770398482, 153.2530834914611)","(44.83135673624288, 44.25189753320683, 47.70090132827325)","(133.38037634408602, 137.046146953405, 151.77777777777777)","(50.649193548387096, 49.551971326164875, 54.24081541218638)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.76487496407013, 93.20592124173614, 101.87185972980741)","(137.97082542694497, 140.96086337760912, 154.11076850094878)","(45.75903614457831, 44.09567682494685, 47.56697377746279)","(133.581541218638, 137.88933691756273, 151.80398745519713)","(50.102409638554214, 50.16309683177153, 54.28960285586792)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.39372119815668, 92.36451612903225, 102.2660138248848)","(137.70611954459204, 140.05218216318787, 153.73007590132826)","(45.99881404174573, 43.67243833017078, 48.395161290322584)","(133.6668906810036, 136.99215949820788, 151.37791218637992)","(52.142921146953405, 48.685483870967744, 55.42719534050179)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.20270737327189, 92.65927419354838, 102.30184331797236)","(137.6518026565465, 139.90156546489564, 153.2962523719165)","(46.76992409867173, 43.505692599620495, 48.35009487666034)","(133.56451612903226, 137.31832437275986, 152.10125448028674)","(50.82549283154122, 49.805331541218635, 55.29547491039426)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.16094470046083, 93.37459677419355, 102.67851382488479)","(138.51185958254268, 141.05218216318787, 154.39231499051235)","(45.99667931688805, 43.92575901328273, 48.48529411764706)","(133.59901433691758, 138.86357526881721, 152.45318100358423)","(50.54659498207885, 49.55846774193548, 55.24551971326165)",90,0,0.9990234375
0,0,0,0,0,N/A,dimgray,"(91.96596244131456, 92.7228370221328, 102.61088754750726)","(137.23879928315412, 140.21729390681003, 153.92697132616487)","(45.72556894243641, 43.91767068273092, 47.87126282909416)","(134.25560035842295, 137.3942652329749, 152.22289426523298)","(50.99553770638108, 49.73226238286479, 56.82775546630968)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.50110561914673, 93.34306711758585, 102.2216441207076)","(136.58306451612904, 139.42768817204302, 153.3)","(46.11666666666667, 45.16774193548387, 48.56532258064516)","(132.5085685483871, 137.1126512096774, 151.60206653225808)","(50.77721774193548, 51.53351814516129, 55.25806451612903)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.19125653891321, 92.58129603928685, 101.73967118607878)","(137.71309370988448, 140.3780487804878, 153.5029952931108)","(45.4828467930961, 43.08523332623056, 47.473684210526315)","(134.58964484381687, 138.1936243046641, 152.22785622593068)","(51.33539313871724, 49.04645216279565, 54.16812273598977)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.5584100204499, 93.05990115882754, 101.36332651670075)","(139.10416666666666, 142.14361338797815, 155.11629098360655)","(42.498979591836736, 40.51139455782313, 43.076530612244895)","(137.39890710382514, 142.23821721311475, 156.67793715846994)","(47.612755102040815, 47.74744897959184, 51.02772108843537)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.8388720598717, 92.34689059158946, 101.60392908054169)","(138.87508909479686, 141.64005702066999, 154.98645759087668)","(42.993406985032074, 40.02316464718461, 43.965787598004276)","(136.81913756236636, 141.23627940128296, 155.97416250890947)","(48.667854597291516, 46.48806129722024, 51.489308624376335)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.12915246534878, 92.32906157691434, 101.82635764598955)","(138.23863636363637, 141.501304023845, 155.128912071535)","(43.03821892393321, 40.64823747680891, 44.97959183673469)","(137.2615823235923, 140.90698503207412, 155.93210976478974)","(50.21277728482698, 46.540905057675246, 51.5396628216504)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.3645608798983, 92.60393522356712, 102.66136074725031)","(139.56102003642988, 141.65414389799636, 155.22222222222223)","(45.06575963718821, 41.98367346938775, 46.646031746031746)","(136.25150992234686, 139.5150992234685, 154.45642795513373)","(48.936197636949515, 47.561331901181525, 54.55359828141783)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.56565493488323, 93.03637929178775, 101.94489290711441)","(138.19736842105263, 141.80241587575497, 155.30780845556515)","(44.094951664876476, 42.9093447905478, 44.650053705692805)","(135.05823986194994, 139.69779982743745, 154.61496980155306)","(49.279914070891515, 48.12545649838883, 53.63952738990333)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.04623724489795, 93.46071428571429, 102.87404336734694)","(137.46607142857144, 141.2058673469388, 154.6030612244898)","(44.769642857142856, 44.76734693877551, 48.989285714285714)","(133.25841836734693, 138.54515306122448, 152.49413265306123)","(48.690816326530616, 49.32448979591837, 55.40969387755102)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.18113929519225, 93.19545763130284, 102.20354255384805)","(138.89438775510203, 141.8423469387755, 155.12933673469388)","(45.4667174796748, 43.4651930894309, 47.19156504065041)","(134.7471788715486, 138.45042016806724, 153.85498199279712)","(49.96795791487327, 49.33022477283596, 52.92802486848398)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(92.09447415329768, 92.74774110271068, 102.55823959677915)","(138.0005081300813, 140.55614837398375, 154.1532012195122)","(45.9832995951417, 44.378542510121456, 48.25253036437247)","(134.03180296508847, 137.3933524629364, 152.38809182209468)","(50.69492736365802, 48.99285544177185, 55.6780185758514)",90,0,1.0
0,0,0,0,0,N/A,dimgray,"(91.87515695933546, 92.04703950545735, 101.61803342026465)","(137.1726674409601, 139.3900503290747, 152.7289972899729)","(45.283208020050125, 43.042606516290725, 45.91922112974745)","(135.10511033681766, 137.95857530003872, 152.78455284552845)","(50.29805282436861, 48.174474648158856, 55.45344129554656)",90,0,1.0
